JASON BORGARDT,JASON BORGARDT (WI),1800/1800 Singles/Doubles Points AMATEUR
JASON BOWLEY,JASON BOWLEY (TX),1800/1800 Singles/Doubles Points AMATEUR
JASON BRADSHAW,JASON BRADSHAW (TX),1800/1800 Singles/Doubles Points AMATEUR
Jason Brill,Jason Brill (CO),1800/1800 Singles/Doubles Points AMATEUR
Jason Britton,Jason Britton (MI),1182/1182 Singles/Doubles Points ROOKIE
JASON BRITTON,Jason Britton (MI),1182/1182 Singles/Doubles Points ROOKIE
JASON BYRD,JASON BYRD (NC),2099/2056 Singles/Doubles Points EXPERT
JASON CALHOUN,JASON CALHOUN (KY),1182/1182 Singles/Doubles Points ROOKIE
JASON CARTER,JASON CARTER (OK),1800/1800 Singles/Doubles Points AMATEUR
JASON CARVALHO,JASON CARVALHO (ON),1800/1800 Singles/Doubles Points AMATEUR
JASON CHRISTEN,JASON CHRISTEN (CO),1800/1800 Singles/Doubles Points AMATEUR
JASON CLARK,JASON CLARK (IL),1182/1182 Singles/Doubles Points ROOKIE
JASON COBBLE,JASON COBBLE (MA),1182/1182 Singles/Doubles Points ROOKIE
JASON COLEMAN,JASON COLEMAN (MN),1808/1800 Singles/Doubles Points AMATEUR
Jason Conn,Jason D Conn (NV),1800/1800 Singles/Doubles Points AMATEUR
Jason Cottrell,Jason Cottrell (TX),1001/1015 Singles/Doubles Points ROOKIE
JASON COUNTER,JASON COUNTER (KS),1800/1800 Singles/Doubles Points AMATEUR
JASON CUMMING,JASON CUMMING (NY),1800/1800 Singles/Doubles Points AMATEUR
JASON DAGENET,JASON DAGENET (OK),1182/1182 Singles/Doubles Points ROOKIE
JASON DAVIS,JASON DAVIS (OK),1182/1182 Singles/Doubles Points ROOKIE
JASON DEAN,JASON DEAN (TX),1182/1182 Singles/Doubles Points ROOKIE
JASON DEES,JASON DEES (KY),1182/1182 Singles/Doubles Points ROOKIE
Jason Demnicki,JASON DEES (KY),1182/1182 Singles/Doubles Points ROOKIE
Jason Deras,"Jason ""Ninja"" Demnicki (PA)",801/823 Singles/Doubles Points BEGINNER
JASON DIAMOND,JASON DIAMOND (NJ),1800/1800 Singles/Doubles Points AMATEUR
JASON DUDENHEFER,JASON DUDENHEFER (TX),1182/1182 Singles/Doubles Points ROOKIE
JASON DUSS,JASON DUSS (WI),1800/1800 Singles/Doubles Points AMATEUR
JASON EATON,JASON EATON (CA),801/801 Singles/Doubles Points BEGINNER
JASON EMMETT,JASON EMMETT (SD),1800/1820 Singles/Doubles Points AMATEUR
Jason Falkowski,Jason Falkowski (MI),801/801 Singles/Doubles Points BEGINNER
Jason Fleming,Jason Fleming (OK),1182/1182 Singles/Doubles Points ROOKIE
Jason Flora,Jason Flora (WI),800/800 Singles/Doubles Points BEGINNER
JASON GADDIE,JASON GADDIE (TX),1182/1182 Singles/Doubles Points ROOKIE
JASON GAFFNEY,JASON GAFFNEY (WI),1800/1800 Singles/Doubles Points AMATEUR
JASON GEE,JASON GEE (OK),1800/1800 Singles/Doubles Points AMATEUR
JASON GENZER,JASON GENZER (OK),1182/1182 Singles/Doubles Points ROOKIE
JASON GILSTRAP,JASON GILSTRAP (MT),1200/1200 Singles/Doubles Points ROOKIE
Jason Glover,Jason Glover (TX),1996/2153 Singles/Doubles Points EXPERT
JASON GOFORTH,JASON GOFORTH (TX),1800/1800 Singles/Doubles Points AMATEUR
JASON GOING,JASON GOING (IL),1182/1182 Singles/Doubles Points ROOKIE
JASON GREENE,JASON GREENE (TX),1182/1182 Singles/Doubles Points ROOKIE
Jason Grenke,Jason Grenke (FL),1600/1182 Singles/Doubles Points AMATEUR
JASON GRUBB,JASON GRUBB (KY),1182/1182 Singles/Doubles Points ROOKIE
JASON HABERMAN,JASON HABERMAN (CA),2339/2033 Singles/Doubles Points EXPERT
JASON HARRELL,JASON HARRELL (MS),1182/1182 Singles/Doubles Points ROOKIE
JASON HATANAKA,JASON HATANAKA (CO),1800/1800 Singles/Doubles Points AMATEUR
Jason Hendricks,Jason Hendricks (),1182/1182 Singles/Doubles Points ROOKIE
JASON HENSON,JASON HENSON (GA),1800/1800 Singles/Doubles Points AMATEUR
JASON HERNANDEZ,JASON HERNANDEZ (TX),1182/1644 Singles/Doubles Points AMATEUR
JASON HODELL,JASON HODELL (MD),801/801 Singles/Doubles Points BEGINNER
JASON HOFFMAN,JASON HOFFMAN (WI),1800/1800 Singles/Doubles Points AMATEUR
Jason Hogue,Jason Hogue (VA),1800/1800 Singles/Doubles Points AMATEUR
JASON HOWELL,JASON HOWELL (GA),1800/1800 Singles/Doubles Points AMATEUR
Jason Hubbert,Jason M Hubbert (OK),1800/1800 Singles/Doubles Points AMATEUR
JASON HUIE,JASON HUIE (MS),1616/1954 Singles/Doubles Points AMATEUR
Jason Jelinek,Jason Jelinek (SD),867/837 Singles/Doubles Points BEGINNER
JASON JENKINS,JASON JENKINS (ID),1800/1800 Singles/Doubles Points AMATEUR
JASON JEROME,JASON JEROME (WI),1182/1182 Singles/Doubles Points ROOKIE
JASON JOHNSON,JASON JOHNSON (TX),1800/1800 Singles/Doubles Points AMATEUR
JASON KAMPAS,JASON KAMPAS (IA),1808/1808 Singles/Doubles Points AMATEUR
JASON KAUFFMAN,JASON KAUFFMAN (CO),1800/1800 Singles/Doubles Points AMATEUR
JASON KING,JASON KING (IA),1800/1800 Singles/Doubles Points AMATEUR
JASON KNIGHT,JASON KNIGHT (OK),1800/1800 Singles/Doubles Points AMATEUR
JASON KOLLIAS,JASON KOLLIAS (MI),801/801 Singles/Doubles Points BEGINNER
JASON KORSTJENS,JASON KORSTJENS (OK),898/1226 Singles/Doubles Points ROOKIE
Jason LABAT,Jason LABAT (LA),2251/2501 Singles/Doubles Points EXPERT
JASON LAMBRECHT,JASON LAMBRECHT (MT),1800/1800 Singles/Doubles Points AMATEUR
JASON LANDRY,JASON LANDRY (LA),1600/1600 Singles/Doubles Points AMATEUR
JASON LANTHIER,JASON LANTHIER (NY),1796/1808 Singles/Doubles Points AMATEUR
Jason Lee,Jason Lee (CO),1182/1182 Singles/Doubles Points ROOKIE
JASON LEECE,JASON LEECE (OH),1182/1182 Singles/Doubles Points ROOKIE
JASON LEVY,JASON LEVY (TX),2166/2166 Singles/Doubles Points EXPERT
Jason Lewis,Jason Lewis (OH),801/801 Singles/Doubles Points BEGINNER
JASON LINDENKUGEL,JASON LINDENKUGEL (WI),1800/1800 Singles/Doubles Points AMATEUR
Jason Lomberg,Jason Lomberg (NJ),839/866 Singles/Doubles Points BEGINNER
Jason LONG,Jason LONG (IL),801/801 Singles/Doubles Points BEGINNER
JASON LUCAS,JASON LUCAS (SD),1800/1800 Singles/Doubles Points AMATEUR
JASON LURIE,"JASON ""bird"" S LURIE (FL)",3771/3893 Singles/Doubles Points PRO
JASON MACK,JASON MACK (NY),1800/1800 Singles/Doubles Points AMATEUR
JASON MADDOX,JASON MADDOX (MO),1800/1800 Singles/Doubles Points AMATEUR
JASON MAJOR,JASON A MAJOR (KY),1182/1182 Singles/Doubles Points ROOKIE
JASON MALLOY,JASON MALLOY (MI),1800/1800 Singles/Doubles Points AMATEUR
JASON MARKERT,JASON MARKERT (WI),1800/1800 Singles/Doubles Points AMATEUR
Jason Martin,Jason Martin (GA),1182/1182 Singles/Doubles Points ROOKIE
JASON MARTINEZ,JASON MARTINEZ (CO),1800/1800 Singles/Doubles Points AMATEUR
Jason Matsumoto,Jason Matsumoto (NM),800/818 Singles/Doubles Points BEGINNER
JASON MCCALL,JASON MCCALL (NC),2046/2071 Singles/Doubles Points EXPERT
JASON MCCALVIN,JASON MCCALVIN (GA),1800/1800 Singles/Doubles Points AMATEUR
JASON MCCARTNEY,JASON MCCARTNEY (CO),1800/1800 Singles/Doubles Points AMATEUR
JASON MCCLURG,JASON MCCLURG (OK),1800/1800 Singles/Doubles Points AMATEUR
Jason Mckiff,Jason Mckiff (NULL),1800/1800 Singles/Doubles Points AMATEUR
JASON MEAUX,JASON MEAUX (LA),1800/1800 Singles/Doubles Points AMATEUR
JASON MILLER,JASON MILLER (NC),1182/1182 Singles/Doubles Points ROOKIE
JASON MOON,JASON MOON (OK),1999/2166 Singles/Doubles Points EXPERT
JASON MORGESE,JASON MORGESE (WI),1800/1800 Singles/Doubles Points AMATEUR
JASON MOSER,JASON MOSER (PA),1800/1800 Singles/Doubles Points AMATEUR
Jason Murry,Jason Murry (TX),801/801 Singles/Doubles Points BEGINNER
JASON NEAL,JASON NEAL (WA),1800/1800 Singles/Doubles Points AMATEUR
JASON NELSON,JASON NELSON (OK),1800/1800 Singles/Doubles Points AMATEUR
JASON OLSON,JASON OLSON (MT),1800/1800 Singles/Doubles Points AMATEUR
JASON ONSTOTT,JASON ONSTOTT (SD),1937/1888 Singles/Doubles Points AMATEUR
JASON OTTWELL,JASON OTTWELL (TX),1800/1800 Singles/Doubles Points AMATEUR
JASON OWEN,JASON OWEN (MS),1182/1182 Singles/Doubles Points ROOKIE
JASON OWENS,JASON OWENS (TX),1800/1800 Singles/Doubles Points AMATEUR
Jason Palmer,Jason Palmer (MS),801/801 Singles/Doubles Points BEGINNER
JASON PARRISH,JASON PARRISH (NY),1182/1182 Singles/Doubles Points ROOKIE
Jason Perez,Jason Perez (TX),800/800 Singles/Doubles Points BEGINNER
JASON PERRY,JASON PERRY (OK),1800/1800 Singles/Doubles Points AMATEUR
JASON PETERSON,JASON PETERSON (MN),1800/1800 Singles/Doubles Points AMATEUR
JASON PHILLIPS,JASON PHILLIPS (CA),1800/1800 Singles/Doubles Points AMATEUR
Jason Phillips,JASON PHILLIPS (CA),1800/1800 Singles/Doubles Points AMATEUR
JASON PIERCE,JASON PIERCE (GA),1800/1800 Singles/Doubles Points AMATEUR
JASON PILESKI,JASON PILESKI (PA),1800/1800 Singles/Doubles Points AMATEUR
Jason PITTS,Jason PITTS (TX),1014/1133 Singles/Doubles Points ROOKIE
JASON POUNDS,JASON POUNDS (LA),1300/1300 Singles/Doubles Points ROOKIE
Jason Quinn,Jason Quinn (NV),800/800 Singles/Doubles Points BEGINNER
JASON R. TIBBS,JASON R. TIBBS (CO),1800/1800 Singles/Doubles Points AMATEUR
jason rabbit,jason rabbit (UT),800/800 Singles/Doubles Points BEGINNER
JASON RAMSWICK,JASON RAMSWICK (MN),1800/1800 Singles/Doubles Points AMATEUR
JASON REDMAN,JASON REDMAN (OK),1800/1800 Singles/Doubles Points AMATEUR
JASON REEP,JASON REEP (FL),1800/1800 Singles/Doubles Points AMATEUR
JASON REICH,JASON REICH (TX),1800/1800 Singles/Doubles Points AMATEUR
JASON ROBINSON,JASON ROBINSON (WI),1800/1800 Singles/Doubles Points AMATEUR
JASON RODRIGUEZ,JASON RODRIGUEZ (FL),801/801 Singles/Doubles Points BEGINNER
Jason Roelle,Jason Roelle (NY),416/434 Singles/Doubles Points JUNIOR AMATEUR
JASON ROOKS,JASON ROOKS (OK),1182/1182 Singles/Doubles Points ROOKIE
JASON ROWELL,JASON ROWELL (IL),1800/1800 Singles/Doubles Points AMATEUR
JASON RUSSELL,JASON RUSSELL (MS),1182/1182 Singles/Doubles Points ROOKIE
JASON SAMS,JASON SAMS (FL),1182/1182 Singles/Doubles Points ROOKIE
JASON SANDS,JASON SANDS (FL),1784/1796 Singles/Doubles Points AMATEUR
Jason Sawyer,Jason Sawyer (LA),1182/1182 Singles/Doubles Points ROOKIE
JASON SHAFFER,JASON SHAFFER (UT),802/802 Singles/Doubles Points BEGINNER
JASON SHARPE,JASON SHARPE (GA),1800/1800 Singles/Doubles Points AMATEUR
JASON SHELL,JASON SHELL (GA),1182/1182 Singles/Doubles Points ROOKIE
JASON SHERRELL,JASON SHERRELL (WA),3100/3100 Singles/Doubles Points PRO
JASON SHOVLAIN,JASON SHOVLAIN (NE),2210/2146 Singles/Doubles Points EXPERT
JASON SLAY,JASON SLAY (OK),1800/1800 Singles/Doubles Points AMATEUR
JASON SNOKE,JASON SLAY (OK),1800/1800 Singles/Doubles Points AMATEUR
JASON SOLIS,JASON SNOKE (ON),1800/1800 Singles/Doubles Points AMATEUR
JASON STOTZ,JASON STOTZ (SD),1800/1800 Singles/Doubles Points AMATEUR
JASON TAYLOR,JASON TAYLOR (TX),1800/1800 Singles/Doubles Points AMATEUR
JASON TECKAM,JASON TECKAM (WI),1800/1800 Singles/Doubles Points AMATEUR
Jason Thibodeaux,Jason Thibodeaux (LA),801/870 Singles/Doubles Points BEGINNER
JASON THOMPSON,JASON THOMPSON (OK),1182/1182 Singles/Doubles Points ROOKIE
JASON THURMAN,JASON THURMAN (MS),1182/1182 Singles/Doubles Points ROOKIE
JASON TIBBS,JASON TIBBS (CO),1800/1800 Singles/Doubles Points AMATEUR
JASON TIETJEN,JASON TIETJEN (CO),1800/1800 Singles/Doubles Points AMATEUR
JASON TODD,JASON TODD (IA),1800/1800 Singles/Doubles Points AMATEUR
Jason Tolan,Jason Tolan (IL),813/813 Singles/Doubles Points BEGINNER
JASON TOLER,JASON TOLER (CO),1182/1182 Singles/Doubles Points ROOKIE
JASON TORRES,JASON TORRES (TX),1800/1800 Singles/Doubles Points AMATEUR
JASON TROUMBLY,JASON TROUMBLY (ND),1800/1800 Singles/Doubles Points AMATEUR
JASON TROUT,JASON TROUT (VA),1182/1182 Singles/Doubles Points ROOKIE
JASON TRUELOVE,JASON TRUELOVE (TX),1800/1800 Singles/Doubles Points AMATEUR
JASON VANCE,JASON VANCE (NV),1800/1800 Singles/Doubles Points AMATEUR
JASON VAUGHN,JASON VAUGHN (MS),1182/1182 Singles/Doubles Points ROOKIE
JASON VILLANUEVA,JASON VILLANUEVA (CA),1800/1800 Singles/Doubles Points AMATEUR
JASON VILLASANA,JASON VILLASANA (CA),1800/1800 Singles/Doubles Points AMATEUR
JASON WARDEN,JASON WARDEN (AZ),1182/1182 Singles/Doubles Points ROOKIE
Jason Weirich,Jason Weirich (Breisach),1600/1600 Singles/Doubles Points AMATEUR
JASON WESTBERG,JASON WESTBERG (WI),1800/1800 Singles/Doubles Points AMATEUR
JASON WHATLEY,JASON WHATLEY (MS),1800/1800 Singles/Doubles Points AMATEUR
Jason Wicks,Jason Wicks (TX),2816/3208 Singles/Doubles Points PRO
JASON WIGHT,JASON WIGHT (CO),1800/1800 Singles/Doubles Points AMATEUR
JASON WILTERMUTH,JASON WILTERMUTH (MN),1800/1800 Singles/Doubles Points AMATEUR
Jason Yaeger,Jason Yaeger (WI),1037/1023 Singles/Doubles Points ROOKIE
JASON YANCY,JASON YANCY (NC),1800/1800 Singles/Doubles Points AMATEUR
JASON YOUNG,JASON YOUNG (OK),1800/1800 Singles/Doubles Points AMATEUR
Jatinder Singh,Jatinder Singh (),801/801 Singles/Doubles Points BEGINNER
JAVAD HABIBI,JAVAD HABIBI (CA),1800/1800 Singles/Doubles Points AMATEUR
JAVIER CASTRO,JAVAD HABIBI (CA),1800/1800 Singles/Doubles Points AMATEUR
Javier Cervantes,JAVIER CASTRO (CA),1999/2108 Singles/Doubles Points EXPERT
Javier Fernandez Gil,Javier Fernandez Gil (),1600/1600 Singles/Doubles Points AMATEUR
JAVIER MEJIA,JAVIER MEJIA (TX),1800/1800 Singles/Doubles Points AMATEUR
JAVIER MUNOZ JR,JAVIER MUNOZ JR (TX),1800/1800 Singles/Doubles Points AMATEUR
JAVIER MUNOZ SR,JAVIER MUNOZ SR (TX),1800/1800 Singles/Doubles Points AMATEUR
JAX ESMAYU,JAX ESMAYU (UT),802/802 Singles/Doubles Points BEGINNER
Jay Alaei,Jay Alaei (FL),3109/3124 Singles/Doubles Points PRO
JAY ARAIZA,JAY ARAIZA (TX),1182/1182 Singles/Doubles Points ROOKIE
Jay Ashworth,Jay Ashworth (VA),801/801 Singles/Doubles Points BEGINNER
Jay Bartholow,Jay Bartholow (CA),3100/3100 Singles/Doubles Points PRO
JAY BATTON,JAY BATTON (TX),1182/1182 Singles/Doubles Points ROOKIE
Jay Borji,Jay Borji (VA),1182/1180 Singles/Doubles Points ROOKIE
JAY BUFFINGTON,JAY BUFFINGTON (MT),1800/1800 Singles/Doubles Points AMATEUR
JAY BURT,JAY BURT (MS),1800/1800 Singles/Doubles Points AMATEUR
Jay COMPTON,Jay COMPTON (LA),2174/2241 Singles/Doubles Points EXPERT
JAY CORDELL,JAY CORDELL (TX),1182/1182 Singles/Doubles Points ROOKIE
JAY DAVIS,JAY DAVIS (OH),1800/1800 Singles/Doubles Points AMATEUR
Jay Elmore,Jay Elmore (WV),1816/1800 Singles/Doubles Points AMATEUR
JAY FENSTERMACHER,JAY FENSTERMACHER (CO),1800/1800 Singles/Doubles Points AMATEUR
JAY FORD,JAY FORD (TX),1800/1800 Singles/Doubles Points AMATEUR
JAY FRAZIER,JAY FRAZIER (OH),1182/1182 Singles/Doubles Points ROOKIE
JAY FRIEND,JAY FRIEND (MI),801/801 Singles/Doubles Points BEGINNER
JAY GALBRAITH,JAY GALBRAITH (OK),1800/1800 Singles/Doubles Points AMATEUR
JAY GUILARAN,JAY GUILARAN (VA),1182/1182 Singles/Doubles Points ROOKIE
JAY HEBERT,JAY HEBERT (LA),1182/1182 Singles/Doubles Points ROOKIE
Jay Herring,Jay Herring (MS),800/1100 Singles/Doubles Points ROOKIE
JAY HINKLE,JAY HINKLE (AK),1800/1800 Singles/Doubles Points AMATEUR
JAY KACIK,JAY KACIK (PA),1800/1800 Singles/Doubles Points AMATEUR
JAY LATTA,JAY LATTA (NV),1800/1800 Singles/Doubles Points AMATEUR
JAY LEE,JAY LEE (TX),1800/1800 Singles/Doubles Points AMATEUR
JAY LEHMANN,JAY LEHMANN (FL),1800/1800 Singles/Doubles Points AMATEUR
JAY MAVRAKOS,JAY MAVRAKOS (MA),1182/1182 Singles/Doubles Points ROOKIE
JAY MCCURDY,JAY MCCURDY (TX),1182/1182 Singles/Doubles Points ROOKIE
JAY MEYERS,JAY MEYERS (MA),1182/1182 Singles/Doubles Points ROOKIE
JAY MOSIER,JAY MOSIER (IN),1800/1800 Singles/Doubles Points AMATEUR
JAY MULLINS,JAY MULLINS (IL),1182/1182 Singles/Doubles Points ROOKIE
JAY MUNIZ,JAY MUNIZ (TX),1182/1182 Singles/Doubles Points ROOKIE
JAY NEWMAN,JAY NEWMAN (TN),1279/1518 Singles/Doubles Points AMATEUR
JAY PUDLINER,JAY PUDLINER (WI),1800/1800 Singles/Doubles Points AMATEUR
JAY QUINN,JAY QUINN (NE),1800/1800 Singles/Doubles Points AMATEUR
JAY RAMSEY,JAY RAMSEY (XX),1800/1800 Singles/Doubles Points AMATEUR
JAY ROBERTS,JAY ROBERTS (TX),1800/1800 Singles/Doubles Points AMATEUR
Jay Roy,Jay Roy (UT),1800/1800 Singles/Doubles Points AMATEUR
JAY SCANLAND,JAY SCANLAND (TX),1800/1800 Singles/Doubles Points AMATEUR
JAY SCHAPLOW,JAY SCHAPLOW (MT),1230/1210 Singles/Doubles Points ROOKIE
JAY SKELTON,JAY SKELTON (MO),1800/1800 Singles/Doubles Points AMATEUR
JAY SMITH,JAY SMITH (FL),1800/1800 Singles/Doubles Points AMATEUR
JAY SMITH,JAY SMITH (FL),1800/1800 Singles/Doubles Points AMATEUR
JAY STALMACH,JAY STALMACH (WI),1800/1800 Singles/Doubles Points AMATEUR
JAY TAYLOR,JAY TAYLOR (NJ),1800/1800 Singles/Doubles Points AMATEUR
JAY TEAL,JAY TEAL (WI),1800/1868 Singles/Doubles Points AMATEUR
JAY THOMAS,JAY THOMAS (IL),1800/1800 Singles/Doubles Points AMATEUR
JAY TINGIRIS,JAY TINGIRIS (FL),1800/1800 Singles/Doubles Points AMATEUR
JAY TIPTON,JAY TIPTON (TX),1182/1182 Singles/Doubles Points ROOKIE
JAY TRUBEE,JAY TRUBEE (AL),1800/1800 Singles/Doubles Points AMATEUR
JAY WALTON,JAY WALTON (OH),1800/1800 Singles/Doubles Points AMATEUR
Jay Wong,Jay Wong (CAN),2577/2255 Singles/Doubles Points EXPERT
JAY YOUNG,JAY YOUNG (TX),801/801 Singles/Doubles Points BEGINNER
Jay Zopfi,Jay Zopfi (NY),1182/1182 Singles/Doubles Points ROOKIE
JAYE GANDY,JAYE GANDY (OK),1800/1800 Singles/Doubles Points AMATEUR
JAYE HEMBREE,JAYE HEMBREE (NC),1800/1800 Singles/Doubles Points AMATEUR
JAYME NELSON,JAYME NELSON (SD),1800/1800 Singles/Doubles Points / Women's Singles/Doubles Points
JAYME STRENGE,JAYME STRENGE (SD),1800/1800 Singles/Doubles Points AMATEUR
JAYMI HEATON,JAYMI HEATON (NV),1800/1800 Singles/Doubles Points AMATEUR
JAYMI JOHNSON,JAYMI JOHNSON (NV),1800/1800 Singles/Doubles Points AMATEUR
JAYNE EARHART,JAYNE EARHART (CA),1800/1800 Singles/Doubles Points AMATEUR
JAYSIN LACKEY,JAYSIN LACKEY (TX),1800/1800 Singles/Doubles Points AMATEUR
JB SMITH,JB SMITH (UT),1800/1800 Singles/Doubles Points AMATEUR
JC Carroll,JC Carroll (KY),400/400 Singles/Doubles Points JUNIOR AMATEUR
JC Langley,JC Langley (CO),1182/1182 Singles/Doubles Points ROOKIE
JD Crocker,JD Crocker (NY),800/800 Singles/Doubles Points BEGINNER
JD Jutson,JD Jutson (TX),801/801 Singles/Doubles Points BEGINNER
JD Stice,JD Stice (UT),800/800 Singles/Doubles Points BEGINNER
Jeamiah Sierson,Jeamiah Sierson (NY),200/200 Singles/Doubles Points JUNIOR AMATEUR
JEAN PAUL CHAMPAGNE,JEAN PAUL CHAMPAGNE (LA),1182/1182 Singles/Doubles Points ROOKIE
JEAN PIERRE PIRLET,JEAN PIERRE PIRLET (ON),1182/1182 Singles/Doubles Points ROOKIE
JEAN PREJEAN,JEAN PIERRE PIRLET (ON),1182/1182 Singles/Doubles Points ROOKIE
JEAN STEWARD,JEAN P PREJEAN (LA),1800/2005 Singles/Doubles Points EXPERT
JEAN YVES PERRIN,JEAN YVES PERRIN (Switzerland),3100/3100 Singles/Doubles Points PRO
Jean-Charles Nicolai,Jean-Charles Nicolai (Croix-de-Rozon Genf),3100/3100 Singles/Doubles Points PRO
JEAN-CLAUDE GODLEWSKI,JEAN-CLAUDE GODLEWSKI (MN),1800/1800 Singles/Doubles Points AMATEUR
JEANET JANSSEN,JEANET JANSSEN (NL),1800/1800 Singles/Doubles Points AMATEUR
JEANETTE GENDRON,JEANETTE GENDRON (NH),1182/1182 Singles/Doubles Points ROOKIE
JEANETTE PEREZ,JEANETTE PEREZ (CO),1800/1800 Singles/Doubles Points AMATEUR
Jeanine Kruchem,Jeanine Kruchem (Neustadt),2100/2100 Singles/Doubles Points EXPERT
JEANINE RUSTAY,JEANINE RUSTAY (CA),1182/1182 Singles/Doubles Points / Women's Singles/Doubles Points
Jean-Louis Tucci,Jean-Louis Tucci (Lausanne),2600/2600 Singles/Doubles Points EXPERT
Jean-Michel Lindenmann,Jean-Michel Lindenmann (Dübendorf),1600/1600 Singles/Doubles Points AMATEUR
JEANNETTE PATRICK,JEANNETTE PATRICK (IL),1800/1800 Singles/Doubles Points AMATEUR
Jeannine Rohrberg,Jeannine Rohrberg (Lehrte),1600/1600 Singles/Doubles Points AMATEUR
JEAN-PIERRE JAQUIER,JEAN-PIERRE JAQUIER (ON),1800/1800 Singles/Doubles Points AMATEUR
Jean-Yves Perrin,Jean-Yves Perrin (Sierre),3100/3100 Singles/Doubles Points PRO
JED HORN,Jean-Yves Perrin (Sierre),3100/3100 Singles/Doubles Points PRO
Jed Morley,JED HORN (TX),1800/1800 Singles/Doubles Points AMATEUR
jedediah stephens,jedediah stephens (NC),801/1023 Singles/Doubles Points ROOKIE
JEFF ABRAMSON,JEFF ABRAMSON (MN),1800/1800 Singles/Doubles Points AMATEUR
JEFF ADAMS,JEFF ADAMS (MI),1800/1800 Singles/Doubles Points AMATEUR
JEFF ADAMSON,JEFF ADAMSON (IA),1800/1800 Singles/Doubles Points AMATEUR
JEFF AFRICK,JEFF AFRICK (NV),1182/1182 Singles/Doubles Points ROOKIE
JEFF ALLEN,JEFF ALLEN (CAN),2169/2524 Singles/Doubles Points EXPERT
Jeff Aramburu,Jeff Aramburu (KS),1800/1800 Singles/Doubles Points AMATEUR
JEFF ARENDALE,JEFF ARENDALE (TX),1800/1800 Singles/Doubles Points AMATEUR
JEFF ASHLEY,JEFF ASHLEY (MD),1182/1182 Singles/Doubles Points ROOKIE
JEFF ASHLEY,JEFF ASHLEY (MD),1182/1182 Singles/Doubles Points ROOKIE
JEFF ASMAN,JEFF ASHLEY (MD),1182/1182 Singles/Doubles Points ROOKIE
JEFF BACK,JEFF BACK (NY),1182/1182 Singles/Doubles Points ROOKIE
Jeff Baker,Jeff Baker (IN),1182/1182 Singles/Doubles Points ROOKIE
JEFF BARNETTE,JEFF BARNETTE (MS),1182/1182 Singles/Doubles Points ROOKIE
JEFF BINGHAM,JEFF BINGHAM (CA),1800/1800 Singles/Doubles Points AMATEUR
JEFF BINKLEY,JEFF BINKLEY (MI),1800/1800 Singles/Doubles Points AMATEUR
JEFF BITNER,JEFF BITNER (TX),1182/1182 Singles/Doubles Points ROOKIE
Jeff Blank,Jeff Blank (),1182/1182 Singles/Doubles Points ROOKIE
JEFF BOBINCHICK,JEFF BOBINCHICK (OH),1800/1800 Singles/Doubles Points AMATEUR
Jeff Bolen,Jeff Bolen (OK),1208/1224 Singles/Doubles Points ROOKIE
JEFF BOWLES,JEFF BOWLES (IN),825/808 Singles/Doubles Points BEGINNER
JEFF BRADY,JEFF BRADY (OH),1800/1800 Singles/Doubles Points AMATEUR
JEFF BRENNER,JEFF BRENNER (NY),1800/1800 Singles/Doubles Points AMATEUR
JEFF BRIEN,JEFF BRIEN (OK),1800/1800 Singles/Doubles Points AMATEUR
JEFF BROOKS,JEFF BROOKS (OK),1800/1800 Singles/Doubles Points AMATEUR
JEFF BROSKI,JEFF BROSKI (MO),1800/1800 Singles/Doubles Points AMATEUR
Jeff Brown,Jeff Brown (UT),800/800 Singles/Doubles Points BEGINNER
JEFF BUNNELL,JEFF BUNNELL (WI),558/909 Singles/Doubles Points BEGINNER
JEFF BUSBY,JEFF BUSBY (MS),1800/1800 Singles/Doubles Points AMATEUR
Jeff Chandler,Jeff Chandler (IL),801/801 Singles/Doubles Points BEGINNER
JEFF CHRISTENSON,JEFF CHRISTENSON (SD),1800/1800 Singles/Doubles Points AMATEUR
JEFF CHRISTIAN,JEFF CHRISTIAN (WI),1182/1182 Singles/Doubles Points ROOKIE
Jeff Codispodi,Jeff Codispodi (FL),801/1106 Singles/Doubles Points ROOKIE
JEFF COFFMAN,JEFF COFFMAN (AZ),1800/1800 Singles/Doubles Points AMATEUR
JEFF COHEN,JEFF COHEN (ON),1800/1800 Singles/Doubles Points AMATEUR
JEFF COOK,JEFF COOK (OK),1800/1832 Singles/Doubles Points AMATEUR
Jeff Corfman,Jeff Corfman (OH),2012/1944 Singles/Doubles Points EXPERT
JEFF CORNETT,JEFF CORNETT (OR),1800/1800 Singles/Doubles Points AMATEUR
JEFF COUGHLIN,JEFF COUGHLIN (MN),1800/1800 Singles/Doubles Points AMATEUR
JEFF COUSE,JEFF COUSE (CO),1800/1800 Singles/Doubles Points AMATEUR
JEFF COX,JEFF COX (CO),1800/1800 Singles/Doubles Points AMATEUR
JEFF CRAIG,JEFF CRAIG (IA),1800/1800 Singles/Doubles Points AMATEUR
JEFF CRITTENDON,JEFF CRITTENDON (MO),1744/1936 Singles/Doubles Points AMATEUR
JEFF CRUMBLEY,JEFF CRUMBLEY (OK),1800/1800 Singles/Doubles Points AMATEUR
JEFF CUPPY,JEFF CUPPY (IL),1200/1200 Singles/Doubles Points ROOKIE
JEFF D'AGOSTINO,JEFF D'AGOSTINO (NY),1800/1800 Singles/Doubles Points AMATEUR
